"","Trcid","Title","Shortdescription","Longdescription","Calendarsummary","TitleEN","ShortdescriptionEN","LongdescriptionEN","CalendarsummaryEN","Types","Ids","Locatienaam","City","Adres","Zipcode","Latitude","Longitude","Urls","Media","Thumbnail","Datepattern_startdate","Datepattern_enddate","Singledates","Type1","Lastupdated","X"
"151","ec16be6b-c7f3-4801-b773-05e9ac14f0a8","Housing Heritage","Studenten Bouwkunde aan de TU Delft met nieuwe interpretaties van moderne woningbouw voor twee iconische woningbouwklassiekers in Amsterdam (Nieuw-)West: de Aireywoningen van architect J.F. Berghoef langs de Burgemeester De Vlugtlaan, en Landlust van architectenbureau Merkelbach & Karsten. Te zien van 9 juli tot en met 25 september 2016, in Van Eesterenmuseum in Amsterdam.","","Za 9 juli 2016 t/m zo 25 september 2016 vr-zo: geopend, Toelichting: Open: vrijdag, zaterdag en 1e zondag van de maand 13.00 - 17.00 uur.","Housing Heritage","","","Sa 9 July 2016 including Su 25 September 2016 Fr -Su: Open.","","2.3.14","Van Eesterenmuseum","AMSTERDAM","Burg de Vlugtlaan 125","1063 BJ","52,3800430","4,8270960","http://vaneesterenmuseum.nl/","https://media.iamsterdam.com/ndtrc/Images/ec/ec16be6b-c7f3-4801-b773-05e9ac14f0a8/6b5f5f75-f29d-435a-b47c-b0a23d7ca13c.jpg","https://media.iamsterdam.com/ndtrc/Images/ec/ec16be6b-c7f3-4801-b773-05e9ac14f0a8/6b5f5f75-f29d-435a-b47c-b0a23d7ca13c.jpg","09-07-2016","25-09-2016","",NA,"2016-07-13 14:03:22",NA
"152","9d02dfe8-856a-487f-a2e7-7aa10edde6d4","David Bowie ? The Seventies","Ter gelegenheid van de publicatie van zijn nieuwe boek 'David Bowie - The Seventies' een tentoonstelling, met de gelijknamige titel, met werk van de Nederlandse fotograaf Gijsbert Hanekroot. Hij heeft de belangrijkste periode in de carrière van de legendarische zanger David Bowie vastgelegd op de gevoelige plaat. Te zien van 16 juli tot en met 28 augustus 2016, in Eduard Planting Gallery in Amsterdam.","<pre class=&quot:tw-data-text vk_txt tw-ta tw-text-small&quot: data-placeholder=&quot:Vertaling&quot: id=&quot:tw-target-text&quot: dir=&quot:ltr&quot: style=&quot:unicode-bidi: isolate: font-family: inherit: border: none: padding: 0px 0.14em 0px 0px: position: relative: margin-top: 0px: margin-bottom: 0px: resize: none: overflow: hidden: width: 281.5px: white-space: pre-wrap: word-wrap: break-word: color: #212121: height: 1128px: font-size: 16px !important: line-height: 24px !important:&quot:></pre>","Za 16 juli 2016 t/m za 27 augustus 2016 wo-za: geopend.","David Bowie ? The Seventies","On the occasion of the publication of the new book 'David Bowie ? The Seventies' Eduard Planting Gallery in Amsterdam presents an exhibition of Dutch photographer Gijsbert Hanekroot. The exhibition runs from 16 July until 27 August 2016.  ","<h2>The legendary singer David Bowie</h2> The exhibition gives an overview of the most important period in the career of the legendary singer. Gijsbert Hanekroot and David Bowie met six times. The gallery shows colour and black &amp: white portraits, studio pictures and photographs of concerts.","Sa 16 July 2016 including Sa 27 August 2016 We -Sa : Open.","","2.3.14","Eduard Planting Galerie","AMSTERDAM","Eerste Bloemdwarsstraat 2","1016 KS","52,3746860","4,8812480","http://www.eduardplanting.com/","https://media.iamsterdam.com/ndtrc/Images/9d/9d02dfe8-856a-487f-a2e7-7aa10edde6d4/71cf4503-c477-4226-85d7-9fe21d4a36b0.jpg,https://media.iamsterdam.com/ndtrc/Images/9d/9d02dfe8-856a-487f-a2e7-7aa10edde6d4/a7a19d49-f6b8-48ed-82d7-2d62bd72bf10.jpg","https://media.iamsterdam.com/ndtrc/Images/9d/9d02dfe8-856a-487f-a2e7-7aa10edde6d4/71cf4503-c477-4226-85d7-9fe21d4a36b0.jpg","16-07-2016","27-08-2016","",NA,"2016-07-13 15:24:18",NA
"153","75a9032e-96de-438e-869f-b1d9e394d120","Red Light Secrets","Stap in een intrigerende wereld die voor anderen verborgen blijft en ontdek de geheimen van de beruchtste wijk van Amsterdam met Red Light Secrets, het Museum van de Prostitutie.   Kaarten met korting verkrijgbaar bij Tours & Tickets. ","<h2>Red Light Secrets</h2> Stap in een intrigerende wereld die voor anderen verborgen blijft en ontdek de geheimen van de beruchtste wijk van Amsterdam met Red Light Secrets, het Museum van de Prostitutie. Neem een kijkje achter de schermen van het oudste beroep ter wereld en ervaar hoe het voelt om plaats te nemen achter een van de beroemde ramen. Luister naar de geheimen van de vrouwen zelf, hun bewogen dromen en verlangens. Een korte film laat je kennismaken met de andere kant van de rosse buurt (prostitutiezone) die veel verder gaat dan betaalde seks. Ervaar bij Red Light Secrets zelf hoe verrassend een museum kan zijn.","Do 24 maart 2016 t/m ma 31 december 2018 zo: geopend, Toelichting: deze tour duurt ongeveer 8.5 uur.","Red Light Secrets","Step into an intriguing world that remains hidden to many and discover the secrets of Amsterdam's most notorious neighbourhood in Red Light Secrets, museum of Prostitution.   Discount tickets available at Tours & Tickets","<h2>Red Light Secrets, Prostitution museum</h2> Step into an intriguing world that remains hidden to many and discover the secrets of Amsterdam's most notorious neighbourhood in Red Light Secrets, museum of Prostitution. Take a look behind the scenes of the oldest profession in the world and experience what it feels like to take a seat behind one of the famous windows. Listen to the secrets of the women themselves, their moving dreams and desires. A short film will introduce you to the other side of the Red Light District, which is more than just the neighbourhood of paid sex. Visit the Red Light Secrets and experience for yourself how thrilling, surprising and exciting a museum can be!","Th 24 March 2016 including Mo 31 December 2018 Su: Open.","","2.3.14","Red Light Secrets","AMSTERDAM","Oudezijds Achterburgwal 60H","1012 DS","52,3736880","4,8989070","https://www.tours-tickets.com/en/museums/red-light-secrets/","https://media.iamsterdam.com/ndtrc/Images/75/75a9032e-96de-438e-869f-b1d9e394d120/05dd7585-214b-4245-ba9d-d7b645b5ee85.jpg,https://media.iamsterdam.com/ndtrc/Images/75/75a9032e-96de-438e-869f-b1d9e394d120/b7ffe904-0a5e-4247-b44b-349acd6316a3.jpg","https://media.iamsterdam.com/ndtrc/Images/75/75a9032e-96de-438e-869f-b1d9e394d120/05dd7585-214b-4245-ba9d-d7b645b5ee85.jpg","24-03-2016","31-12-2018","",NA,"2016-07-14 10:46:44",NA
"154","07a06498-9628-4196-bfa4-3bcfc719af1c","Versnel Ontsloten","Eerder digitaliseerde het Maria Austria Instituut (MAI) tienduizend glasnegatieven van architectuurfotograaf Jan Versnel. Het resultaat is een fascinerend overzicht van de wederopbouwarchitectuur in Nederland. Inmiddels digitaliseert het MAI het tweede deel van zijn archief met als afsluiting een verrassende expositie waarin onbekend werk van de Meester. Te zien van 1 juli tot en met 28 augustus 2016, in de Centrale Hal van het Stadsarchief in Amsterdam. ","","Vr 1 juli 2016 t/m zo 28 augustus 2016 di-zo: geopend.","Versnel Ontsloten","","","Fr 1 July 2016 including Su 28 August 2016 Tu -Su: Open.","","2.3.14","Stadsarchief Amsterdam - De Bazel","AMSTERDAM","Vijzelstraat 32","1017 HL","52,3626140","4,8918030","http://www.amsterdam.nl","https://media.iamsterdam.com/ndtrc/Images/07/07a06498-9628-4196-bfa4-3bcfc719af1c/048d330e-c75f-4bb2-8972-411937c30736.jpg,https://media.iamsterdam.com/ndtrc/Images/07/07a06498-9628-4196-bfa4-3bcfc719af1c/023c103f-0e63-408b-97ca-9dd3cad76fd2.jpg","https://media.iamsterdam.com/ndtrc/Images/07/07a06498-9628-4196-bfa4-3bcfc719af1c/023c103f-0e63-408b-97ca-9dd3cad76fd2.jpg","01-07-2016","28-08-2016","",NA,"2016-07-15 11:43:05",NA
"155","f561c9b7-7468-499e-8b6f-0a3b8e1f8913","De waanzin nabij. Van Gogh en zijn ziekte","Waarom sneed Vincent van Gogh zijn oor af? Aan welke ziekte leed hij eigenlijk? Nieuw licht op Van Goghs ziekte en de invloed ervan op zijn werk, aan de hand van schilderijen, tekeningen, brieven en zelden getoonde documenten. Ook de vele diagnoses van zijn ziekte passeren de revue. Te zien van 15 juli tot en met 25 september 2016, in het Van Gogh Museum in Amsterdam.","","Vr 15 juli 2016 t/m zo 25 september 2016 ma-zo: geopend.","On the Verge of Insanity","Van Gogh?s mental instability has long been fuel for the imagination and is a renowned aspect of his character. That's why, for the first time, the Van Gogh Museum in Amsterdam dedicates an exhibition to this topic, titled 'On the Verge of Insanity. Van Gogh and His Illness'. Explore the artist's work and private letters to learn more, from 15 July until 25 September 2016.","<h2>Insights into an iconic artist</h2> The exhibition '<strong>On the Verge of Insanity</strong>' sheds new light on <strong>Vincent van Gogh</strong>&rsquo:s illness and its impact upon his work, based on paintings, drawings, letters and rarely shown documents. The many diagnoses of his illness are also addressed.<br /> Learn more about the <a>Van Gogh Museum</a>.","Fr 15 July 2016 including Su 25 September 2016 Mo -Su: Open.","","2.3.14","Van Gogh Museum","AMSTERDAM","Museumplein 6","1071 DJ","52,3564290","4,8798010","http://www.vangoghmuseum.nl","https://media.iamsterdam.com/ndtrc/Images/f5/f561c9b7-7468-499e-8b6f-0a3b8e1f8913/3413853b-8ae7-47af-9880-33138875454e.jpg,https://media.iamsterdam.com/ndtrc/Images/f5/f561c9b7-7468-499e-8b6f-0a3b8e1f8913/a85b15a9-5ff3-4dc5-912e-6f73e19c8e38.jpg,https://media.iamsterdam.com/ndtrc/Images/f5/f561c9b7-7468-499e-8b6f-0a3b8e1f8913/9df83cf3-d984-4349-a2a9-154982f7e166.jpg","https://media.iamsterdam.com/ndtrc/Images/f5/f561c9b7-7468-499e-8b6f-0a3b8e1f8913/3413853b-8ae7-47af-9880-33138875454e.jpg","15-07-2016","25-09-2016","",NA,"2016-07-15 13:12:28",NA
"156","b3a71b4c-144a-41c8-a454-b18a6c6f0c89","Unland","Kunstwerken waarin het (on)vermogen tot zelfreflectie en evolutie van onze samenleving centraal staat. Gastcurator: Sasha Dees. Te zien 8 september tot en met 22 oktober 2016, in CBK Zuidoost in Amsterdam. Opening: do 8 september om 17.00 uur met performance en artisttalk door Quinsy Gario. ","<h2>Unland</h2> <br /> Hoe verhouden we ons tot elkaar terwijl we om verschillende (al dan niet dwingende) redenen over de wereld bewegen, gedreven door nieuwsgierigheid, economisch gewin, calamiteiten, geloof, oorlog, vrije tijd, kennis, persoonlijk gewin. Hoe duurzaam en houdbaar zijn waarden als homogeniteit en autonomie?  Een voortdurende discussie die steeds weer de kop op duikt in de politiek, media, op podia en in de huiskamers. In UNLAND kunstenaars die deze dialoog blijven aanwakkeren. Deelnemende kunstenaars: Simone Bennett, Quinsy Gario, Inti Hernandez, Robbert van der Horst, Nour Eddine Jarram, Jane Jin Kaisen, Vladimir Tomic  &amp: Ana Pavlovic.","Do 8 september 2016 t/m za 22 oktober 2016 di-zo: geopend.","Unland","","","Th 8 September 2016 including Sa 22 October 2016 Tu -Su: Open.","","2.3.14","CBK Zuidoost","AMSTERDAM","Anton de Komplein 120","1102 DR","52,3154950","4,9555340","http://www.cbkzuidoost.nl/","https://media.iamsterdam.com/ndtrc/Images/b3/b3a71b4c-144a-41c8-a454-b18a6c6f0c89/b31b76af-1e64-45f3-95f8-f3232eb2c1df.jpg,https://media.iamsterdam.com/ndtrc/Images/b3/b3a71b4c-144a-41c8-a454-b18a6c6f0c89/6f3cc999-a026-4b79-a566-235e08e9ab06.jpg,https://media.iamsterdam.com/ndtrc/Images/b3/b3a71b4c-144a-41c8-a454-b18a6c6f0c89/80cd7657-6920-4565-9d7e-25f08d53f9cc.jpg,https://media.iamsterdam.com/ndtrc/Images/b3/b3a71b4c-144a-41c8-a454-b18a6c6f0c89/e1b7622f-8045-4961-8704-3495c84711c9.jpg,https://media.iamsterdam.com/ndtrc/Images/b3/b3a71b4c-144a-41c8-a454-b18a6c6f0c89/84803dac-eb11-4d03-a8f4-cde57cc80256.jpg","https://media.iamsterdam.com/ndtrc/Images/b3/b3a71b4c-144a-41c8-a454-b18a6c6f0c89/b31b76af-1e64-45f3-95f8-f3232eb2c1df.jpg","08-09-2016","22-10-2016","",NA,"2016-07-15 14:36:23",NA
"157","3a0043a0-dc79-4471-95a4-be3309ee811d","What We have Overlooked","Museum Arnhem te gast in Framer Framed in Amsterdam-Noord. Van 30 juni tot en met 21 augustus 2016 is een selectie van kunstwerken, die in de afgelopen vijfentwintig jaar door Museum Arnhem zijn verworven, te zien. Gekozen is voor kunstenaars die laten zien hoe de problematiek van hun directe omgeving nauw samenhangt met werelden daarbuiten.","Deelnemende kunstenaars: Lida Abdul, &Ouml:zlem Altin, Carlos Amorales, Atousa Bandeh, Melanie Bonajo, Dineo Seshee Bopape, Esiri Erheriene-Essi, Ang&egrave:le Etoundi Essamba, Meschac Gaba, Regina Jos&eacute: Galindo, Remy Jungerman, Roshini Kempadoo, Monali Meher, Zanele Muholi, Ria Pacqu&eacute:e, Araya Rasdjarmrearnsook, Laura Samsom-Rous, Michael Tedja, Lidwien van de Ven, Kara Walker, H.W. Werther.<br /> Samenstelling: Mirjam Westen","Do 30 juni 2016 t/m zo 21 augustus 2016 di-zo: geopend.","What We have Overlooked","A selection of art from Museum Arnhem is brought together in the exhibition 'What We Have Overlooked' at Framer Framed, a gallery where the politics of representation never go unquestioned. Mirjam Westen curates the work of artists who address global sociopolitical issues via the specifics of their own local contexts. Part of this year?s EuroPride / Amsterdam Gay Pride programme.","","Th 30 June 2016 including Su 21 August 2016 Tu -Su: Open.","","2.3.14","Framer Framed","AMSTERDAM","IJpromenade 2","1031 KT","52,3830630","4,9030940","http://framerframed.nl/nl/exposities","https://media.iamsterdam.com/ndtrc/Images/3a/3a0043a0-dc79-4471-95a4-be3309ee811d/80803624-3043-4bef-93f9-2a7b53a209d3.jpg","https://media.iamsterdam.com/ndtrc/Images/3a/3a0043a0-dc79-4471-95a4-be3309ee811d/80803624-3043-4bef-93f9-2a7b53a209d3.jpg","30-06-2016","21-08-2016","",NA,"2016-07-20 08:37:58",NA
"158","a3bc83cd-822b-4592-9c9d-389a088e0b28","Peter Berlin in Amsterdam","Solotentoonstelling van Peter Berlin (1942). Hij was drie decennia lang, ?60-?80, ?s werelds grootste gay cult-icoon. Een collectie met unieke vintage foto's en prints. Te zien van 23 juli tot en met 27 augustus 2016, in Go Gallery in Amsterdam. Ihkv EuroPride. ","<h2>Unieke vintage foto's en prints</h2> Vanaf de jaren '60 was Peter Berlin (1942) drie decennia lang 's werelds grootste gay cult-icoon. Zijn zelfportretten, waarmee hij in die tijd een nieuw imago cre&euml:erde voor de homoseksuele man, sierden de covers van alle gay magazines. De solotentoonstelling van Berlin, georganiseerd ter ere van EuroPride / Amsterdam Gay Pride, bevat een prikkelende collectie met unieke vintage foto&rsquo:s en prints.","Za 23 juli 2016 t/m za 27 augustus 2016 wo-zo: geopend.","Peter Berlin in Amsterdam","One of the world?s biggest gay icons from the 1960s to the 1980s, photographer Peter Berlin used his own body to create a brand new image of the masculine homosexual man. A friend of Robert Mapplethorpe and Andy Warhol, his recent solo shows in San Francisco and New York have been huge successes. The exhibition at Go Gallery forms part of this year?s EuroPride / Amsterdam Gay Pride programme.","","Sa 23 July 2016 including Sa 27 August 2016 We -Su: Open.","","2.3.14","Go Gallery","AMSTERDAM","Prinsengracht","1015 DX","52,3708870","4,8830580","http://www.gogallery.nl/","https://media.iamsterdam.com/ndtrc/Images/a3/a3bc83cd-822b-4592-9c9d-389a088e0b28/15c03e02-e94c-4572-985b-709c778e4b95.jpg","https://media.iamsterdam.com/ndtrc/Images/a3/a3bc83cd-822b-4592-9c9d-389a088e0b28/15c03e02-e94c-4572-985b-709c778e4b95.jpg","23-07-2016","27-08-2016","",NA,"2016-07-20 10:14:59",NA
"159","91f024d2-59d4-40e6-ba42-6f4aeca43eca","Once in a Lifetime","Nieuwe werken van acht kunstenaars over leven en vergankelijkheid. Schilderijen, sculpturen en ruimtelijke installaties tot film- en videowerken. Acht kunstenaars met werk over leven en vergankelijkheid. Te zien van 12 mei tot en met 28 augustus 2016, in Oude Kerk in Amsterdam.","<h2>Activiteiten</h2> Er zijn verschillende activiteiten gekoppeld aan deze tentoonstelling. De ticketprijs is inclusief: entree Oude Kerk, bezoek aan de tentoonstelling Once in a Lifetime &eacute:n deelname aan de activiteiten. <br /> <br /> <strong>Programma</strong><br /> <br /> - 24 juli               Workshop Curriculum Illusione <br /> - 18 augustus      Minicolleges i.s.m. The School of Life Amsterdam <br /> - 21 augustus      Workshop Curriculum Illusione<br /> - 25 augustus      In Memoriam: publiek interview met schrijfster Nelleke Noordervliet<br /> - 27 augustus      Life is Short, de afsluitingsavond met vertoon van korte kunstenaarsfilms<br /> - Iedere zaterdag om 11.00 en 13.00 uur wandelgesprekken met BN&rsquo:er","Do 12 mei 2016 t/m zo 28 augustus 2016 ma-zo: geopend.","Once in a Lifetime","Dealing with life and mortality from a humanist point of view, this group exhibition in Amsterdam's Oude Kerk includes paintings, sculptures, spatial installations and film and video works. It runs from 11 May to 28 August 2016. ","<h2>Contemporary art in Amsterdam</h2> Works by Danielle van Ark, Micha&euml:l Borremans, Stan Brakhage, Amie Dicke, Folkert de Jong, Job Koelewijn, Muntean/Rosenblum and Yehudit Sasportas offer a range of perspectives and reflections on the mysteries of life and death. <br /> <br /> Find more <a href=&quot:http://www.iamsterdam.com/en/visiting/whats-on/exhibitions&quot:>art exhibitions in Amsterdam</a>.","Th 12 May 2016 including Su 28 August 2016 Mo -Su: Open.","","2.3.14","Oude Kerk Amsterdam","AMSTERDAM","Oudekerksplein 23","1012 GX","52,3741640","4,8979220","http://www.oudekerk.nl/","https://media.iamsterdam.com/ndtrc/Images/91/91f024d2-59d4-40e6-ba42-6f4aeca43eca/2c58ef88-cbc4-48b0-9ac2-c965b51db9cc.jpg","https://media.iamsterdam.com/ndtrc/Images/91/91f024d2-59d4-40e6-ba42-6f4aeca43eca/2c58ef88-cbc4-48b0-9ac2-c965b51db9cc.jpg","12-05-2016","28-08-2016","",NA,"2016-07-20 16:20:15",NA
"160","fc7291fe-537e-4f92-ab54-c2a2646b369b","Dream Out Loud","De hedendaagse vormgeving centraal: werk van zesentwintig vormgevers met baanbrekende ideeën voor een betere wereld. Te zien van 26 augustus tot en met 1 januari 2017, in Stedelijk Museum in Amsterdam.  ","","Vr 26 augustus 2016 t/m zo 1 januari 2017 ma-zo: geopend.","Dream Out Loud","The Stedelijk Museum sets out to introduce the lesser-known talent of 26 artists in the large group exhibition, Dream out Loud, showcasing developments in the contemporary design discipline. This biennial exhibition is to be seen from 26 August 2016 through 1 January 2017 in Amsterdam.?","<h2>Contemporary design in Amsterdam</h2> Out of the 400 up-and-coming artists and designers who responded to the Stedelijk&rsquo:s &lsquo:open-call&rsquo: for <strong>Dream out Loud</strong>, the 26 who were chosen create work that explores new approaches to relevant social issues, and use materials in an innovative way. For an added twist, <strong>Stedelijk</strong> director Beatrix Ruf will make a selection of the works on exhibition for the museum&rsquo:s permanent collection. <br /> <br /> Find more <a href=&quot:http://www.iamsterdam.com/en/visiting/whats-on/search-agenda#-f667KytS50+bOuL49X2fQA-------2&quot:>exhibitions in Amsterdam</a>.","Fr 26 August 2016 including Su 1 January 2017 Mo -Su: Open.","","2.3.14","Stedelijk Museum","AMSTERDAM","Museumplein 10","1071 DJ","52,3564290","4,8798010","","https://media.iamsterdam.com/ndtrc/Images/fc/fc7291fe-537e-4f92-ab54-c2a2646b369b/417e0d5e-f9f1-4d9d-b974-a95d45cec03a.jpg","https://media.iamsterdam.com/ndtrc/Images/fc/fc7291fe-537e-4f92-ab54-c2a2646b369b/417e0d5e-f9f1-4d9d-b974-a95d45cec03a.jpg","26-08-2016","01-01-2017","",NA,"2016-07-20 16:20:14",NA
"161","3ea9fa69-0e69-4aed-96ea-c537c9d46089","THE ART OF BANKSY","Bijna 100 iconische werken op canvas, schilderijen en sculpturen die het kleurrijke verhaal vertellen van de omstreden Britse street artist Banksy. Te zien van 18 juni tot en met 30 september 2016, in Beurs van Berlage in Amsterdam. De entreeprijs is incl. audiotour (in vele talen).  ","<br />","Za 18 juni 2016 t/m vr 30 september 2016 ma-do: 11:00 - 19:00 uur, vr: 11:00 - 21:00 uur, za, zo: 11:00 - 19:00 uur.","The Art of Banksy","Head to the Beurs van Berlage in the heart of Amsterdam to experience The Art of Banksy. On display until 30 September 2016, this summer exhibition brings together some 100 iconic artworks that tell the story of this (in)famous British street artist. Curated by his agent Steve Lazarides, the items on display include original canvasses, paintings and sculptures.","","Sa 18 June 2016 including Fr 30 September 2016 Mo -Th : 11:00 - 19:00 hour, Fr : 11:00 - 21:00 hour, Sa , Su: 11:00 - 19:00 hour.","","2.3.14","Beurs van Berlage","AMSTERDAM","Damrak 243","1012 ZJ","52,3752180","4,8959600","http://www.theartofbanksy.amsterdam/","https://media.iamsterdam.com/ndtrc/Images/3e/3ea9fa69-0e69-4aed-96ea-c537c9d46089/ba8d1b22-fb12-4feb-929e-80483d3751da.jpg,https://media.iamsterdam.com/ndtrc/Images/3e/3ea9fa69-0e69-4aed-96ea-c537c9d46089/ea77ff24-c5a7-460f-9d3f-e707c8c0d6b2.jpg","https://media.iamsterdam.com/ndtrc/Images/3e/3ea9fa69-0e69-4aed-96ea-c537c9d46089/ba8d1b22-fb12-4feb-929e-80483d3751da.jpg","18-06-2016","30-09-2016","",NA,"2016-07-20 16:16:18",NA
"162","92cd7b0c-5999-490d-86a1-42a8d2d35c52","Amsterdam 1900","Naast foto?s van bekende fotografen zoals George Hendrik Breitner, Jacob Olie en Bernard Eilers toont Amsterdam 1900 verrassende beelden van onbekende of inmiddels vergeten fotografen. De bezoeker krijgt een uniek overzicht van deze periode, van de stad, het dagelijks leven en de fotografie in Amsterdam. Te zien van 14 oktober tot en met 5 februari 2016, in Stadsarchief Amsterdam.","","Vr 14 oktober 2016 t/m zo 5 februari 2017 di-zo: geopend.","Amsterdam 1900","","","Fr 14 October 2016 including Su 5 February 2017 Tu -Su: Open.","","2.3.14","Stadsarchief Amsterdam - De Bazel","AMSTERDAM","Vijzelstraat 32","1017 HL","52,3626140","4,8918030","http://www.amsterdam.nl/stadsarchief/","https://media.iamsterdam.com/ndtrc/Images/92/92cd7b0c-5999-490d-86a1-42a8d2d35c52/0e2f7890-e63a-4e01-9508-acd30d86df9a.jpg,https://media.iamsterdam.com/ndtrc/Images/92/92cd7b0c-5999-490d-86a1-42a8d2d35c52/74e44a3a-611f-4d66-9e90-2361a5f6685b.jpg","https://media.iamsterdam.com/ndtrc/Images/92/92cd7b0c-5999-490d-86a1-42a8d2d35c52/74e44a3a-611f-4d66-9e90-2361a5f6685b.jpg","14-10-2016","05-02-2017","",NA,"2016-07-20 16:20:14",NA
"163","782df13b-4fd5-4da9-af02-98e8ce3a5a98","Ontwerpen voor de Amsterdamse School","Waan je in de kraamkamer van de Amsterdamse School. Unieke ontwerptekeningen voor het Scheepvaarthuis in Amsterdam uit de beginjaren en van de hand van de grote drie van deze architectuurstroming: Joan Melchior van der Meij, Piet Kramer en Michel de Klerk. Ook foto's van de uitgevoerde ontwerpen zijn te zien. In de Schatkamer van het Stadsarchief in Amsterdam, van 5 juli tot en met 23 oktober 2016. ","","Di 5 juli 2016 t/m zo 23 oktober 2016 di-zo: geopend.","Ontwerpen voor de Amsterdamse School","","","Tu 5 July 2016 including Su 23 October 2016 Tu -Su: Open.","","2.3.14","Stadsarchief Amsterdam - De Bazel","AMSTERDAM","Vijzelstraat 32","1017 HL","52,3626140","4,8918030","http://www.amsterdam.nl/stadsarchief","https://media.iamsterdam.com/ndtrc/Images/78/782df13b-4fd5-4da9-af02-98e8ce3a5a98/9826c9b3-99b5-47b2-9b7b-9c77e3e9828b.jpg","https://media.iamsterdam.com/ndtrc/Images/78/782df13b-4fd5-4da9-af02-98e8ce3a5a98/9826c9b3-99b5-47b2-9b7b-9c77e3e9828b.jpg","05-07-2016","23-10-2016","",NA,"2016-07-20 16:20:14",NA
"164","340d69c4-7ef4-47b5-bf50-a9bbcdd35311","Reinjan Mulder - Objectief Nederland","Reinjan Mulder heeft in 1976 Nederland zo objectief mogelijk vastgelegd. Hij ontwikkelde een methode die iedere subjectieve keuze uitschakelt. Mulder maakte 208 opnames, verspreid door Nederland. Nu, ruim veertig jaar later, zijn de resultaten van dit foto-experiment voor het eerst te zien. Van 24 juni tot en met 25 september 2016, in de Philipsvleugel in het Rijksmuseum in Amsterdam.","","Vr 24 juni 2016 t/m zo 25 september 2016 ma-zo: geopend.","Reinjan Mulder: Objective Netherlands","In the 1970s, Reinjan Mulder wanted to capture the essence of the Netherlands through the lens and developed a method that eliminates any subjective choice. He took 208 photographs across the Netherlands. Now, for the first time in more than 40 years, the Rijksmuseum is displaying these photographs in the Philips Wing, until 25 September.","","Fr 24 June 2016 including Su 25 September 2016 Mo -Su: Open.","","2.3.14","Rijksmuseum","AMSTERDAM","Museumstraat 1","1071 XX","52,3600070","4,8851850","http://www.rijksmuseum.nl","https://media.iamsterdam.com/ndtrc/Images/34/340d69c4-7ef4-47b5-bf50-a9bbcdd35311/5573eeda-413c-4c9b-8496-f6e091e4943f.jpg","https://media.iamsterdam.com/ndtrc/Images/34/340d69c4-7ef4-47b5-bf50-a9bbcdd35311/5573eeda-413c-4c9b-8496-f6e091e4943f.jpg","24-06-2016","25-09-2016","",NA,"2016-07-21 11:01:27",NA
"165","33be2f66-d677-436a-8d75-a6b5830f527b","Wim Pijbes' Choice","Ter gelegenheid van zijn afscheid, heeft de directeur van het Rijksmuseum Wim Pijbes, acht aanwinsten uit de collectie van het Rijksmuseum van persoonlijk commentaar voorzien. Te zien van 24 juni tot en met 25 september 2016, in Rijksmuseum in Amsterdam. ","","Vr 24 juni 2016 t/m zo 25 september 2016 ma-zo: geopend.","Wim Pijbes' keuze","'Wim Pijbes' Choice' is a small exhibition in Amsterdam's Rijksmuseum that pays tribute to the former museum director, who departed in 2016. It collects eight of Pijbes' favourite treasures from the museum's collection and offers personal commentary of why they're so important or interesting. On display until 25 September 2016.","","Fr 24 June 2016 including Su 25 September 2016 Mo -Su: Open.","","2.3.14","Rijksmuseum","AMSTERDAM","Museumstraat 1","1071 XX","52,3600070","4,8851850","http://www.rijksmuseum.nl","https://media.iamsterdam.com/ndtrc/Images/33/33be2f66-d677-436a-8d75-a6b5830f527b/e63cd3c0-c95a-42cc-90d2-a458b2d93ba5.jpg,https://media.iamsterdam.com/ndtrc/Images/33/33be2f66-d677-436a-8d75-a6b5830f527b/32e057f7-98d4-4d14-82a8-58b208d263e4.jpg","https://media.iamsterdam.com/ndtrc/Images/33/33be2f66-d677-436a-8d75-a6b5830f527b/32e057f7-98d4-4d14-82a8-58b208d263e4.jpg","24-06-2016","25-09-2016","",NA,"2016-07-21 11:20:31",NA
